cell,gene
ABalaapppp,psa-4
ABalaapppp,nhr-22
ABalaapppp,pry-1
ABalaapppp,str-3
ABalaapppp,smp-2
V2R.pappp,alh-9
V2R.pappp,B0285.6
B.alapaav,wrk-1
ABprapappppp,nlp-7
ABprapappppp,par-6
ABprapappppp,gst-44
ABprapappppp,rhgf-1
ABprapappppp,spn-4
ABprapappppp,mig-1
ABprapappppp,psa-4
ABprapappppp,pry-1
ABprapappppp,str-3
ABprapappppp,jkk-1
R8BL,cnd-1
R8BL,pgp-3
R8BL,ina-1
R8BL,ceh-14
R8BL,clh-4
R8BL,hcp-1
R8BL,daf-7
R8BL,fax-1
R8BL,unc-5
R8BL,mec-10
R8BL,daf-3
R8BL,avr-15
R8BL,nhr-25
R8BL,ooc-5
R8BL,unc-32
R8BL,exc-7
R8BL,del-1
R8BL,Y46G5A.4
R8BL,rpl-5
R8BL,hid-1
R8BL,ocr-1
R8BL,C32B5.6
R8BL,lon-3
R8BL,cog-1
R8BL,gsp-4
R8BL,wrm-1
R8BL,nlp-8
R8BL,nsy-1
R8BL,tax-6
R8BL,cha-1
R1AR,cnd-1
R1AR,pgp-3
R1AR,ina-1
R1AR,ceh-14
R1AR,clh-4
R1AR,hcp-1
R1AR,daf-7
R1AR,fax-1
R1AR,unc-5
R1AR,mec-10
R1AR,daf-3
R1AR,avr-15
R1AR,ooc-5
R1AR,unc-32
R1AR,exc-7
R1AR,del-1
R1AR,Y46G5A.4
R1AR,rpl-5
R1AR,hid-1
R1AR,ocr-1
R1AR,C32B5.6
R1AR,lon-3
R1AR,cog-1
R1AR,gsp-4
R1AR,sax-3
R1AR,wrm-1
R1AR,nlp-8
R1AR,tax-6
R1AR,cha-1
ABprapaaaa,nlp-7
ABprapaaaa,par-6
ABprapaaaa,gst-44
ABprapaaaa,rhgf-1
ABprapaaaa,cat-1
ABprapaaaa,spn-4
ABprapaaaa,mig-1
ABprapaaaa,psa-4
ABprapaaaa,nhr-22
ABprapaaaa,pry-1
ABprapaaaa,str-3
ABprapaaaa,jkk-1
ABprapaaaa,smp-2
ABprapaaaa,nhr-85
R1AL,cnd-1
R1AL,pgp-3
R1AL,ina-1
R1AL,ceh-14
R1AL,clh-4
R1AL,hcp-1
R1AL,daf-7
R1AL,fax-1
R1AL,unc-5
R1AL,mec-10
R1AL,daf-3
R1AL,avr-15
R1AL,ooc-5
R1AL,unc-32
R1AL,exc-7
R1AL,del-1
R1AL,Y46G5A.4
R1AL,rpl-5
R1AL,hid-1
R1AL,ocr-1
R1AL,C32B5.6
R1AL,lon-3
R1AL,cog-1
R1AL,gsp-4
R1AL,sax-3
R1AL,tax-6
R1AL,cha-1
Z1.papapapp,exp-1
E,vab-7
E,lin-12
E,lad-2
E,unc-86
E,nlp-13
E,nlp-7
E,gst-44
E,rhgf-1
E,ZC21.3
E,inx-4
E,psa-4
E,egl-21
E,gcy-32
E,gcy-12
E,sng-1
E,dbl-1
E,pry-1
E,str-3
E,lin-11
E,ima-2
E,sca-1
E,nhr-85
E,nhr-23
ABprapaaap,nlp-7
ABprapaaap,par-6
ABprapaaap,gst-44
ABprapaaap,rhgf-1
ABprapaaap,cat-1
ABprapaaap,spn-4
ABprapaaap,mig-1
ABprapaaap,psa-4
ABprapaaap,nhr-22
ABprapaaap,pry-1
ABprapaaap,str-3
ABprapaaap,jkk-1
ABprapaaap,smp-2
ABprapaaap,nhr-85
P10.ppa,ggr-2
ABplpaaappa,nlp-7
ABplpaaappa,par-6
ABplpaaappa,gst-44
ABplpaaappa,rhgf-1
ABplpaaappa,cat-1
ABplpaaappa,spn-4
ABplpaaappa,mig-1
ABplpaaappa,psa-4
ABplpaaappa,nhr-22
ABplpaaappa,pry-1
ABplpaaappa,str-3
ABplpaaappa,jkk-1
ABplpaaappa,smp-2
ABprapppa,nlp-7
ABprapppa,par-6
ABprapppa,gst-44
ABprapppa,rhgf-1
ABprapppa,cat-1
ABprapppa,spn-4
ABprapppa,mig-1
ABprapppa,psa-4
ABprapppa,pry-1
ABprapppa,str-3
ABprapppa,zmp-1
ABprapppa,acy-1
ABprapppa,jkk-1
ABprapppa,smp-2
ABprapppa,nhr-85
TL.apapp,oga-1
TL.apapp,gar-2
TL.apapp,srd-1
TL.apapp,srg-13
TL.apapp,cha-1
ABalpappap,nlp-7
ABalpappap,par-6
ABalpappap,gst-44
ABalpappap,rhgf-1
ABalpappap,cat-1
ABalpappap,spn-4
ABalpappap,mig-1
ABalpappap,psa-4
ABalpappap,pry-1
ABalpappap,str-3
ABalpappap,smp-2
ABalpappap,nhr-85
M.vrpaapp,odr-2
M.vrpaapp,ceh-7
M.vrpaapp,daf-11
M.vrpaapp,tbx-8
M.vrpaapp,Y18D10A.23
M.vrpaapp,nfm-1
M.vrpaapp,tlp-1
ABpraaapaav,nlp-7
ABpraaapaav,par-6
ABpraaapaav,gst-44
ABpraaapaav,rhgf-1
ABpraaapaav,cat-1
ABpraaapaav,spn-4
ABpraaapaav,mig-1
ABpraaapaav,psa-4
ABpraaapaav,nhr-22
ABpraaapaav,pry-1
ABpraaapaav,str-3
ABpraaapaav,jkk-1
ABpraaapaav,smp-2
MSpppppa,par-6
MSpppppa,gst-44
MSpppppa,rhgf-1
MSpppppa,cat-1
MSpppppa,spn-4
MSpppppa,mig-1
MSpppppa,psa-4
MSpppppa,nhr-22
MSpppppa,pry-1
MSpppppa,str-3
MSpppppa,ric-19
MSpppppa,smp-2
ALA,unc-103
ALA,nhx-9
ALA,flp-1
ALA,par-6
ALA,gst-44
ALA,rhgf-1
ALA,ham-2
ALA,cat-1
ALA,smp-1
ALA,psa-4
ALA,nhr-22
ALA,pry-1
ALA,str-3
ALA,daf-4
ALA,ftt-2
ALA,smp-2
ALA,mrp-5
ALA,mab-21
ALA,zig-1
ABalpappaa,nlp-7
ABalpappaa,par-6
ABalpappaa,gst-44
ABalpappaa,rhgf-1
ABalpappaa,cat-1
ABalpappaa,spn-4
ABalpappaa,mig-1
ABalpappaa,psa-4
ABalpappaa,nhr-22
ABalpappaa,pry-1
ABalpappaa,str-3
ABalpappaa,smp-2
ABalpappaa,nhr-85
M.vrpaapa,odr-2
M.vrpaapa,ceh-7
M.vrpaapa,daf-11
M.vrpaapa,tbx-8
M.vrpaapa,Y18D10A.23
M.vrpaapa,nfm-1
M.vrpaapa,tlp-1
ABalppapppap,nlp-7
ABalppapppap,par-6
ABalppapppap,gst-44
ABalppapppap,rhgf-1
ABalppapppap,spn-4
ABalppapppap,mig-1
ABalppapppap,psa-4
ABalppapppap,pry-1
ABalppapppap,str-3
MSpppppp,par-6
MSpppppp,gst-44
MSpppppp,rhgf-1
MSpppppp,cat-1
MSpppppp,spn-4
MSpppppp,mig-1
MSpppppp,psa-4
MSpppppp,nhr-22
MSpppppp,pry-1
MSpppppp,str-3
MSpppppp,ric-19
MSpppppp,smp-2
SM3L.pa,egl-5
SM3L.pa,gar-2
Capppaa,nlp-7
Capppaa,par-6
Capppaa,gst-44
Capppaa,rhgf-1
Capppaa,cat-1
Capppaa,psa-4
Capppaa,nhr-22
Capppaa,mig-13
Capppaa,pry-1
Capppaa,str-3
Capppaa,ric-19
Capppaa,grd-6
Capppaa,smp-2
V6R.ppppaap,oga-1
V6R.ppppaap,gar-2
V6R.ppppaap,alh-9
V6R.ppppaap,srg-13
V6R.ppppaap,cha-1
AVKR,srw-140
AVKR,par-6
AVKR,gst-44
AVKR,rhgf-1
AVKR,itr-1
AVKR,cat-1
AVKR,ahr-1
AVKR,psa-4
AVKR,nhr-22
AVKR,bbs-5
AVKR,dat-1
AVKR,pry-1
AVKR,str-3
AVKR,smp-2
AVKR,zig-3
ABplappaaa,nlp-7
ABplappaaa,par-6
ABplappaaa,gst-44
ABplappaaa,rhgf-1
ABplappaaa,cat-1
ABplappaaa,spn-4
ABplappaaa,mig-1
ABplappaaa,psa-4
ABplappaaa,nhr-22
ABplappaaa,pry-1
ABplappaaa,str-3
ABplappaaa,jkk-1
ABplappaaa,smp-2
ABplappaaa,nhr-85
SM3L.pp,egl-5
SM3L.pp,gar-2
TL.appaaa,gpa-13
TL.appaaa,oga-1
TL.appaaa,gar-2
TL.appaaa,srg-13
TL.appaaa,cha-1
AVKL,srw-140
AVKL,par-6
AVKL,gst-44
AVKL,rhgf-1
AVKL,itr-1
AVKL,cat-1
AVKL,ahr-1
AVKL,psa-4
AVKL,nhr-22
AVKL,bbs-5
AVKL,pry-1
AVKL,str-3
AVKL,smp-2
AVKL,zig-3
ABarappapap,nlp-7
ABarappapap,par-6
ABarappapap,gst-44
ABarappapap,rhgf-1
ABarappapap,cat-1
ABarappapap,spn-4
ABarappapap,mig-1
ABarappapap,psa-4
ABarappapap,nhr-22
ABarappapap,pry-1
ABarappapap,str-3
ABarappapap,smp-2
MSapppp,par-6
MSapppp,gst-44
MSapppp,rhgf-1
MSapppp,cat-1
MSapppp,spn-4
MSapppp,mig-1
MSapppp,psa-4
MSapppp,pry-1
MSapppp,str-3
MSapppp,acy-1
MSapppp,smp-2
V6R.ppppaaa,oga-1
V6R.ppppaaa,gar-2
V6R.ppppaaa,alh-9
V6R.ppppaaa,srg-13
V6R.ppppaaa,cha-1
ABplappaap,nlp-7
ABplappaap,par-6
ABplappaap,gst-44
ABplappaap,rhgf-1
ABplappaap,cat-1
ABplappaap,spn-4
ABplappaap,mig-1
ABplappaap,psa-4
ABplappaap,nhr-22
ABplappaap,pry-1
ABplappaap,str-3
ABplappaap,jkk-1
ABplappaap,smp-2
ABplappaap,nhr-85
I5,par-6
I5,gst-44
I5,rhgf-1
I5,cat-1
I5,psa-4
I5,nhr-22
I5,lin-42
I5,C01H6.9
I5,pry-1
I5,str-3
I5,che-13
I5,pes-1
I5,H10E21.1
I5,smp-2
ABalaaap,nlp-7
ABalaaap,par-6
ABalaaap,gst-44
ABalaaap,rhgf-1
ABalaaap,cat-1
ABalaaap,spn-4
ABalaaap,mig-1
ABalaaap,psa-4
ABalaaap,pry-1
ABalaaap,str-3
ABalaaap,acy-1
ABalaaap,smp-2
M.vlpaaaaa,odr-2
M.vlpaaaaa,ceh-7
M.vlpaaaaa,daf-11
M.vlpaaaaa,tbx-8
M.vlpaaaaa,Y18D10A.23
M.vlpaaaaa,nfm-1
M.vlpaaaaa,tlp-1
ABalaaaa,nlp-7
ABalaaaa,par-6
ABalaaaa,gst-44
ABalaaaa,rhgf-1
ABalaaaa,cat-1
ABalaaaa,spn-4
ABalaaaa,mig-1
ABalaaaa,psa-4
ABalaaaa,pry-1
ABalaaaa,str-3
ABalaaaa,acy-1
ABalaaaa,smp-2
ABpraaap,nlp-7
ABpraaap,par-6
ABpraaap,gst-44
ABpraaap,rhgf-1
ABpraaap,cat-1
ABpraaap,spn-4
ABpraaap,mig-1
ABpraaap,psa-4
ABpraaap,pry-1
ABpraaap,str-3
ABpraaap,acy-1
ABpraaap,jkk-1
ABpraaap,smp-2
ABpraaap,crt-1
M.vlpaaaap,odr-2
M.vlpaaaap,ceh-7
M.vlpaaaap,daf-11
M.vlpaaaap,tbx-8
M.vlpaaaap,Y18D10A.23
M.vlpaaaap,nfm-1
M.vlpaaaap,tlp-1
TL.appaa,oga-1
TL.appaa,gar-2
TL.appaa,srd-1
TL.appaa,srg-13
TL.appaa,cha-1
MSaaa,hlh-2
MSaaa,lin-12
MSaaa,par-6
MSaaa,gst-44
MSaaa,rhgf-1
MSaaa,spn-4
MSaaa,mig-1
MSaaa,psa-4
MSaaa,pry-1
MSaaa,str-3
MSaaa,unc-97
MSaaa,smp-2
MSaaa,nhr-85
vpi1,T28B4.1
vpi1,pos-1
vpi1,par-6
vpi1,gst-44
vpi1,rhgf-1
vpi1,cat-1
vpi1,psa-4
vpi1,nhr-22
vpi1,ocr-2
vpi1,pry-1
vpi1,str-3
vpi1,zig-5
vpi1,smp-2
ABp,daf-14
ABp,lad-2
ABp,pcs-1
ABp,unc-86
ABp,nlp-7
ABp,gst-44
ABp,rhgf-1
ABp,cyk-3
ABp,vha-2
ABp,mgl-1
ABp,inx-4
ABp,psa-4
ABp,gpa-9
ABp,gcy-12
ABp,sng-1
ABp,cki-1
ABp,pry-1
ABp,str-3
ABp,lin-11
ABp,tbx-9
ABp,jkk-1
ABp,unc-112
ABp,nhr-85
ABp,vab-15
Cppaa,nlp-7
Cppaa,unc-17
Cppaa,par-6
Cppaa,gst-44
Cppaa,rhgf-1
Cppaa,cat-1
Cppaa,psa-4
Cppaa,pry-1
Cppaa,str-3
Cppaa,acy-1
Cppaa,smp-2
Cppaa,nhr-85
SPCR,unc-103
SPCR,ifa-4
ABalaaaarla,nlp-7
ABalaaaarla,par-6
ABalaaaarla,gst-44
ABalaaaarla,rhgf-1
ABalaaaarla,cat-1
ABalaaaarla,spn-4
ABalaaaarla,mig-1
ABalaaaarla,psa-4
ABalaaaarla,nhr-22
ABalaaaarla,pry-1
ABalaaaarla,str-3
ABalaaaarla,smp-2
H1R.app,ver-2
H1R.app,B0285.6
H1R.apa,B0285.6
ABaraaaa,hlh-2
ABaraaaa,nlp-7
ABaraaaa,par-6
ABaraaaa,gst-44
ABaraaaa,rhgf-1
ABaraaaa,cat-1
ABaraaaa,spn-4
ABaraaaa,mig-1
ABaraaaa,psa-4
ABaraaaa,pry-1
ABaraaaa,str-3
ABaraaaa,acy-1
ABaraaaa,smp-2
ABaraaaa,crt-1
ABprppaaap,nlp-7
ABprppaaap,par-6
ABprppaaap,gst-44
ABprppaaap,rhgf-1
ABprppaaap,cat-1
ABprppaaap,spn-4
ABprppaaap,mig-1
ABprppaaap,psa-4
ABprppaaap,pry-1
ABprppaaap,str-3
ABprppaaap,jkk-1
ABprppaaap,smp-2
MSaapaaa,par-6
MSaapaaa,gst-44
MSaapaaa,rhgf-1
MSaapaaa,cat-1
MSaapaaa,spn-4
MSaapaaa,mig-1
MSaapaaa,psa-4
MSaapaaa,pry-1
MSaapaaa,str-3
MSaapaaa,smp-2
V6L.pppppaap,alh-9
AWCR,pha-4
AWCR,sur-5
AWCR,inx-12
AWCR,F41E7.1
AWCR,hcp-3
AWCR,ida-1
AWCR,qui-1
AWCR,par-6
AWCR,ceh-48
AWCR,gst-44
AWCR,rhgf-1
AWCR,end-1
AWCR,R09A8.5
AWCR,cat-1
AWCR,vha-1
AWCR,psa-4
AWCR,nhr-22
AWCR,gpa-8
AWCR,bbs-5
AWCR,lin-26
AWCR,ama-1
AWCR,ekl-2
AWCR,nhx-5
AWCR,eat-20
AWCR,emb-9
AWCR,pry-1
AWCR,str-3
AWCR,che-13
AWCR,ver-3
AWCR,lag-2
AWCR,F59B2.13
AWCR,nlp-9
AWCR,par-2
AWCR,smp-2
AWCR,zig-3
ABaraaap,hlh-2
ABaraaap,nlp-7
ABaraaap,par-6
ABaraaap,gst-44
ABaraaap,rhgf-1
ABaraaap,cat-1
ABaraaap,spn-4
ABaraaap,mig-1
ABaraaap,psa-4
ABaraaap,pry-1
ABaraaap,str-3
ABaraaap,acy-1
ABaraaap,smp-2
ABaraaap,crt-1
MSaapaap,par-6
MSaapaap,gst-44
MSaapaap,rhgf-1
MSaapaap,cat-1
MSaapaap,spn-4
MSaapaap,mig-1
MSaapaap,psa-4
MSaapaap,pry-1
MSaapaap,str-3
MSaapaap,smp-2
AWCL,pha-4
AWCL,sur-5
AWCL,inx-12
AWCL,F41E7.1
AWCL,hcp-3
AWCL,ida-1
AWCL,qui-1
AWCL,par-6
AWCL,ceh-48
AWCL,gst-44
AWCL,rhgf-1
AWCL,end-1
AWCL,R09A8.5
AWCL,cat-1
AWCL,vha-1
AWCL,psa-4
AWCL,nhr-22
AWCL,gpa-8
AWCL,bbs-5
AWCL,lin-26
AWCL,ama-1
AWCL,ekl-2
AWCL,nhx-5
AWCL,eat-20
AWCL,emb-9
AWCL,pry-1
AWCL,str-3
AWCL,che-13
AWCL,ver-3
AWCL,lag-2
AWCL,F59B2.13
AWCL,nlp-9
AWCL,par-2
AWCL,smp-2
AWCL,zig-3
QR.aa,par-6
QR.aa,ceh-7
QR.aa,unc-14
QR.aa,nlp-27
QR.aa,Y18D10A.23
QR.aa,ceh-43
M.vlpaappa,odr-2
M.vlpaappa,ceh-7
M.vlpaappa,daf-11
M.vlpaappa,tbx-8
M.vlpaappa,Y18D10A.23
M.vlpaappa,nfm-1
M.vlpaappa,tlp-1
Cap,unc-86
Cap,nlp-7
Cap,unc-17
Cap,par-6
Cap,gst-44
Cap,rhgf-1
Cap,inx-4
Cap,psa-4
Cap,gcy-32
Cap,gcy-12
Cap,nlp-27
Cap,pry-1
Cap,str-3
Cap,smp-2
Cap,nhr-85
ABalapapa,nlp-7
ABalapapa,par-6
ABalapapa,gst-44
ABalapapa,rhgf-1
ABalapapa,cat-1
ABalapapa,spn-4
ABalapapa,mig-1
ABalapapa,psa-4
ABalapapa,pry-1
ABalapapa,str-3
ABalapapa,acy-1
ABalapapa,smp-2
SMBDR,mec-7
SMBDR,par-6
SMBDR,gst-44
SMBDR,rhgf-1
SMBDR,psa-4
SMBDR,pry-1
SMBDR,str-3
SMBDR,tba-2
M.vlpaappp,odr-2
M.vlpaappp,ceh-7
M.vlpaappp,daf-11
M.vlpaappp,tbx-8
M.vlpaappp,Y18D10A.23
M.vlpaappp,nfm-1
M.vlpaappp,tlp-1
Capaa,nlp-7
Capaa,unc-17
Capaa,par-6
Capaa,gst-44
Capaa,rhgf-1
Capaa,cat-1
Capaa,psa-4
Capaa,pry-1
Capaa,str-3
Capaa,acy-1
Capaa,smp-2
Caa,unc-86
Caa,nlp-7
Caa,unc-17
Caa,par-6
Caa,gst-44
Caa,rhgf-1
Caa,inx-4
Caa,psa-4
Caa,gcy-32
Caa,gcy-12
Caa,nlp-27
Caa,pry-1
Caa,str-3
Caa,smp-2
Caa,nhr-85
ABalapapp,nlp-7
ABalapapp,par-6
ABalapapp,gst-44
ABalapapp,rhgf-1
ABalapapp,cat-1
ABalapapp,spn-4
ABalapapp,mig-1
ABalapapp,psa-4
ABalapapp,pry-1
ABalapapp,str-3
ABalapapp,acy-1
ABalapapp,smp-2
P12.aa,sma-9
P12.aa,odd-1
ABplp,daf-9
ABplp,daf-14
ABplp,vha-5
ABplp,unc-86
ABplp,nlp-13
ABplp,nlp-7
ABplp,gst-44
ABplp,rhgf-1
ABplp,inx-4
ABplp,psa-4
ABplp,gcy-12
ABplp,pry-1
ABplp,str-3
ABplp,jkk-1
ABplp,nhr-85
Z4.apaapapp,exp-1
ABalppppapa,nlp-7
ABalppppapa,par-6
ABalppppapa,gst-44
ABalppppapa,rhgf-1
ABalppppapa,cat-1
ABalppppapa,spn-4
ABalppppapa,mig-1
ABalppppapa,psa-4
ABalppppapa,nhr-22
ABalppppapa,pry-1
ABalppppapa,str-3
ABalppppapa,smp-2
ABalaaapplr,nlp-7
ABalaaapplr,par-6
ABalaaapplr,gst-44
ABalaaapplr,rhgf-1
ABalaaapplr,cat-1
ABalaaapplr,spn-4
ABalaaapplr,mig-1
ABalaaapplr,psa-4
ABalaaapplr,nhr-22
ABalaaapplr,pry-1
ABalaaapplr,str-3
ABalaaapplr,smp-2
P12.ap,sma-9
ABpla,daf-9
ABpla,daf-14
ABpla,vha-5
ABpla,unc-86
ABpla,nlp-13
ABpla,nlp-7
ABpla,gst-44
ABpla,rhgf-1
ABpla,inx-4
ABpla,psa-4
ABpla,gcy-12
ABpla,pry-1
ABpla,str-3
ABpla,jkk-1
ABpla,nhr-85
ABalppppapp,nlp-7
ABalppppapp,par-6
ABalppppapp,gst-44
ABalppppapp,rhgf-1
ABalppppapp,cat-1
ABalppppapp,spn-4
ABalppppapp,mig-1
ABalppppapp,psa-4
ABalppppapp,nhr-22
ABalppppapp,pry-1
ABalppppapp,str-3
ABalppppapp,smp-2
V1L.pappp,alh-9
V1L.pappp,B0285.6
ABaraapaaa,nlp-7
ABaraapaaa,par-6
ABaraapaaa,gst-44
ABaraapaaa,rhgf-1
ABaraapaaa,cat-1
ABaraapaaa,spn-4
ABaraapaaa,mig-1
ABaraapaaa,psa-4
ABaraapaaa,nhr-22
ABaraapaaa,pry-1
ABaraapaaa,str-3
ABaraapaaa,smp-2
MSpppaa,par-6
MSpppaa,gst-44
MSpppaa,rhgf-1
MSpppaa,cat-1
MSpppaa,spn-4
MSpppaa,mig-1
MSpppaa,psa-4
MSpppaa,pry-1
MSpppaa,str-3
MSpppaa,acy-1
MSpppaa,smp-2
ABprpaaa,nlp-7
ABprpaaa,par-6
ABprpaaa,gst-44
ABprpaaa,rhgf-1
ABprpaaa,cat-1
ABprpaaa,spn-4
ABprpaaa,mig-1
ABprpaaa,psa-4
ABprpaaa,pry-1
ABprpaaa,str-3
ABprpaaa,acy-1
ABprpaaa,jkk-1
ABprpaaa,smp-2
ABprpaaa,crt-1
m2R,par-6
m2R,gst-44
m2R,rhgf-1
m2R,cat-1
m2R,set-2
m2R,psa-4
m2R,nhr-22
m2R,pry-1
m2R,str-3
m2R,smp-2
m2L,par-6
m2L,gst-44
m2L,rhgf-1
m2L,cat-1
m2L,set-2
m2L,psa-4
m2L,nhr-22
m2L,pry-1
m2L,str-3
m2L,smp-2
ABaraapaap,nlp-7
ABaraapaap,par-6
ABaraapaap,gst-44
ABaraapaap,rhgf-1
ABaraapaap,cat-1
ABaraapaap,spn-4
ABaraapaap,mig-1
ABaraapaap,psa-4
ABaraapaap,pry-1
ABaraapaap,str-3
ABaraapaap,smp-2
MSpppap,par-6
MSpppap,gst-44
MSpppap,rhgf-1
MSpppap,cat-1
MSpppap,spn-4
MSpppap,mig-1
MSpppap,psa-4
MSpppap,pry-1
MSpppap,str-3
MSpppap,acy-1
MSpppap,smp-2
ABprpaap,nlp-7
ABprpaap,par-6
ABprpaap,gst-44
ABprpaap,rhgf-1
ABprpaap,cat-1
ABprpaap,spn-4
ABprpaap,mig-1
ABprpaap,psa-4
ABprpaap,pry-1
ABprpaap,str-3
ABprpaap,acy-1
ABprpaap,jkk-1
ABprpaap,smp-2
ABprpaap,crt-1
ABplappa,nlp-7
ABplappa,par-6
ABplappa,gst-44
ABplappa,rhgf-1
ABplappa,cat-1
ABplappa,spn-4
ABplappa,mig-1
ABplappa,psa-4
ABplappa,pry-1
ABplappa,str-3
ABplappa,acy-1
ABplappa,jkk-1
ABplappa,smp-2
B.arapaa,wrk-1
ABplappp,nlp-7
ABplappp,par-6
ABplappp,gst-44
ABplappp,rhgf-1
ABplappp,cat-1
ABplappp,spn-4
ABplappp,mig-1
ABplappp,psa-4
ABplappp,pry-1
ABplappp,str-3
ABplappp,acy-1
ABplappp,jkk-1
ABplappp,smp-2
ABaraapapaad,nlp-7
ABaraapapaad,par-6
ABaraapapaad,gst-44
ABaraapapaad,rhgf-1
ABaraapapaad,spn-4
ABaraapapaad,mig-1
ABaraapapaad,psa-4
ABaraapapaad,pry-1
ABaraapapaad,str-3
ABarapap,hlh-2
ABarapap,nlp-7
ABarapap,par-6
ABarapap,gst-44
ABarapap,rhgf-1
ABarapap,cat-1
ABarapap,spn-4
ABarapap,mig-1
ABarapap,psa-4
ABarapap,pry-1
ABarapap,str-3
ABarapap,acy-1
ABarapap,smp-2
Eplp,vab-7
Eplp,lin-12
Eplp,nlp-7
Eplp,par-6
Eplp,gst-44
Eplp,rhgf-1
Eplp,lam-3
Eplp,oma-2
Eplp,cat-1
Eplp,psa-4
Eplp,unc-15
Eplp,gar-1
Eplp,pry-1
Eplp,str-3
Eplp,ima-2
Eplp,acy-1
Eplp,smp-2
Eplp,F42A10.3
Eplp,nhr-23
CEMVL,ina-1
CEMVL,par-6
CEMVL,gst-44
CEMVL,rhgf-1
CEMVL,ceh-14
CEMVL,R09A8.5
CEMVL,cat-1
CEMVL,psa-4
CEMVL,nhr-22
CEMVL,pry-1
CEMVL,str-3
CEMVL,smp-2
V6R.papppp,alh-9
ABarapaa,hlh-2
ABarapaa,nlp-7
ABarapaa,par-6
ABarapaa,gst-44
ABarapaa,rhgf-1
ABarapaa,cat-1
ABarapaa,spn-4
ABarapaa,mig-1
ABarapaa,psa-4
ABarapaa,pry-1
ABarapaa,str-3
ABarapaa,acy-1
ABarapaa,smp-2
Epla,vab-7
Epla,lin-12
Epla,nlp-7
Epla,par-6
Epla,gst-44
Epla,rhgf-1
Epla,lam-3
Epla,oma-2
Epla,cat-1
Epla,psa-4
Epla,unc-15
Epla,gar-1
Epla,pry-1
Epla,str-3
Epla,ima-2
Epla,acy-1
Epla,smp-2
Epla,F42A10.3
Epla,nhr-23
V6R.papppa,gpa-13
V6R.papppa,oga-1
V6R.papppa,gar-2
V6R.papppa,alh-9
V6R.papppa,srg-13
V6R.papppa,cha-1
Z4.pap,F55G1.6
P12.aaap,sma-9
P12.aaap,odd-1
ABalappapap,nlp-7
ABalappapap,par-6
ABalappapap,gst-44
ABalappapap,rhgf-1
ABalappapap,cat-1
ABalappapap,spn-4
ABalappapap,mig-1
ABalappapap,psa-4
ABalappapap,nhr-22
ABalappapap,pry-1
ABalappapap,str-3
ABalappapap,smp-2
ABprappaaa,nlp-7
ABprappaaa,par-6
ABprappaaa,gst-44
ABprappaaa,rhgf-1
ABprappaaa,cat-1
ABprappaaa,spn-4
ABprappaaa,mig-1
ABprappaaa,psa-4
ABprappaaa,nhr-22
ABprappaaa,pry-1
ABprappaaa,str-3
ABprappaaa,jkk-1
ABprappaaa,smp-2
ABprappaaa,nhr-85
V5R.ppa,alh-9
ABaraapppaad,nlp-7
ABaraapppaad,par-6
ABaraapppaad,gst-44
ABaraapppaad,rhgf-1
ABaraapppaad,spn-4
ABaraapppaad,mig-1
ABaraapppaad,psa-4
ABaraapppaad,pry-1
ABaraapppaad,str-3
ABprappaap,nlp-7
ABprappaap,par-6
ABprappaap,gst-44
ABprappaap,rhgf-1
ABprappaap,cat-1
ABprappaap,spn-4
ABprappaap,mig-1
ABprappaap,psa-4
ABprappaap,nhr-22
ABprappaap,pry-1
ABprappaap,str-3
ABprappaap,jkk-1
ABprappaap,smp-2
ABprappaap,nhr-85
V5R.ppp,alh-9
K',unc-17
K',par-6
K',gst-44
K',rhgf-1
K',cat-1
K',psa-4
K',nhr-22
K',gcy-33
K',pry-1
K',str-3
K',smp-2
K',apr-1
MSpapaap,par-6
MSpapaap,gst-44
MSpapaap,rhgf-1
MSpapaap,cat-1
MSpapaap,spn-4
MSpapaap,mig-1
MSpapaap,psa-4
MSpapaap,pry-1
MSpapaap,str-3
MSpapaap,smp-2
V6L.papap,oga-1
V6L.papap,gar-2
V6L.papap,alh-9
V6L.papap,srd-1
V6L.papap,srg-13
V6L.papap,cha-1
ABarapapa,nlp-7
ABarapapa,par-6
ABarapapa,gst-44
ABarapapa,rhgf-1
ABarapapa,cat-1
ABarapapa,spn-4
ABarapapa,mig-1
ABarapapa,psa-4
ABarapapa,pry-1
ABarapapa,str-3
ABarapapa,acy-1
ABarapapa,smp-2
mc2DR,par-6
mc2DR,gst-44
mc2DR,rhgf-1
mc2DR,cat-1
mc2DR,psa-4
mc2DR,nhr-22
mc2DR,pry-1
mc2DR,str-3
mc2DR,smp-2
mc2DL,par-6
mc2DL,gst-44
mc2DL,rhgf-1
mc2DL,cat-1
mc2DL,psa-4
mc2DL,nhr-22
mc2DL,pry-1
mc2DL,str-3
mc2DL,smp-2
MSpapaaa,par-6
MSpapaaa,gst-44
MSpapaaa,rhgf-1
MSpapaaa,cat-1
MSpapaaa,spn-4
MSpapaaa,mig-1
MSpapaaa,psa-4
MSpapaaa,pry-1
MSpapaaa,str-3
MSpapaaa,smp-2
V6L.papaa,alh-9
ABarapapp,nlp-7
ABarapapp,par-6
ABarapapp,gst-44
ABarapapp,rhgf-1
ABarapapp,cat-1
ABarapapp,spn-4
ABarapapp,mig-1
ABarapapp,psa-4
ABarapapp,pry-1
ABarapapp,str-3
ABarapapp,acy-1
